 Incident number, Incident category, Incident sub-category, Year Month (YYMM), Date of IncidentD, Time of IncidentMT, Method Incident Notified, Callers Statement,Location,Complex ,Street,Suburb,Town ,Map Page,Grid ,Robot route used ,Cross roads,Statistics area,Station Area,Vehicles - Elapsed Times MT,FPA Classification,FPA Occupancy ,Weather ,Wind ,Temperature,What Was Burning ,Description of Incident,Actions Prior To Arrival,Actions of Brigade,Equipment used,FPA Suspected Cause ,Details of cause ,Water Used (Charged)MR,Water Used (Uncharged)MR,Source of water,Pumping Time Hh:mm MT,Fire Damage - Details,Smoke Damage - Details ,Water Damage - Details ,Forced Entry,Accident Vehicles - Make,Accident Vehicles - Details,Accident Vehicles - Owners,Person Involved - Sex,Person Involved - Age,Person Involved - Injury,Person Involved - Rescued ,Person Involved - Fatal,Person Involved - Comments,Total Fatal Adult\child,Remarks ,Account for,Material Usage Description,Material Usage Charge,District,Station/S Responded ,Fire Category ,No. Sectors Implemented,Zones Implemented,Holding Area/S,Number of linked exposures,Incident Management (Y/N) ,Enumerator area,Situation found,Type of action taken,Mutual Aid ,Ignition factor,Area of origin,Level of fire origin,Form of heat,Type material ignited,Form material ignited,Method extinguished ,Flame damage,Smoke damage,Detector performance,Sprinkler performance,Property use,Complex ,Number of stories,Construction type,Mobile Property type,Equip inv in ignition,Equipment year,Equipment make,Equipment model,Civilian or Fire Service,Time of Injury,Casualty type ,Severity,Affiliation,Familiarity with structure,Location at ignition,Condition before injury,Condition preventing escape,Activity at time injury,Cause of injury,Nature of injury ,Part of body injured,Disposition,Assignment ,Num responses prior injury,Physical condition,Status before Alarm ,Fireman Activity ,Where injury occurred,Cause of Injury,Medical care provided,Clothing/Equip Worn ,Clothing/Equip Status,Clothing/Equip problem ,Hazmat Actions,Area of Release,Level of Release ,Release Factors,Equipment involved in Release,Est num of chemicals/Hazmat,Disposition of incident,Ref Mat used to identify,Chem/Hazmat Trade Name ,UN Number,Physical state stored,Extent of Release,Physical State Released,Quantity Released,Released Unit of Measure,Suspected contamination,Container use ,Special container features,Container Type,Container material,Container capacity,Container Unit of measure ,Transport Type,NESD update control 
F1601/2258,Commercial,Shop,1601,01/21/2016,14:03|14:06|14:06|14:06,11|Telephone direct|Telephone|T,Smoke Issuing From Pharmacy Building,,,LANSDOWNE ROAD,LANSDOWNE,SOUTH PENINSULA,73,CJ/32,,WALNUT,,F=OTY,01:04|00:37|00:34,Fire - manually extinguished,Commercial|Shops,Fine,Strong,25 - 30 Deg,Quantity Of Rubbish On Roof,Minor Structural Fire,Extinguished By Shop Owner Using Buckets Of Water,Nil,Nil,Smoking,Smoking Material Igniting Waste Cloths Etc.,,,,,Small Quantity Of Cloths Burnt,,,,,,,,,,,,,,1,,,,North,Epping,Category 1|No Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516798584
F1601/2309,Commercial,Shop,1601,01/21/2016,22:46|22:48|22:48|22:48,11|Telephone direct|Telephone|T,Smoke Issuing From Shop,ST PETERS SQUARE,,ANZIO ROAD,OBSERVATORY,CAPE TOWN,53,CD/28-29,,MAIN ROAD,,F=SLR,00:40|00:51|00:40,False Alarm - Good Intent,Commercial|Shops,Fine,Strong,20 - 25 Deg,,False Alarm,,Determining Origin Of Smell Of Smoke,Ladder;thermal Imaging Camera,Undetermined,,,,,,,,,,,,,,,,,,,,1,,,,West,Roeland Street|Epping,Category 1|No Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520019479
F1601/2497,Commercial,Shop,1601,01/24/2016,01:38|01:40|01:40|01:40,"13|Direct 107""|Direct ""107"" call|D""",Fire Was In Outer Building/Storage - Premises Used For Student Residence,"Nr.154-Southern, Life",,VOORTREKKER ROAD,PAROW,TYGERBERG,86(14TH EDITION),"BY,BZ/40-42",,Andries Pretorius,,F=BVL,00:30|00:30|00:02|00:22|00:10,Fire - manually extinguished,Commercial|Shops,Clear,Light Breeze,15 - 20 Deg,1x Refrigeration Motor,Miscellaneous,Fire Extinguished With Dcp Extinguisher By Residents,No Services Rendered,Nil,Electrical Faults,Electrical Short Circuit,,,,,"1x Refrigeration Motor Severe By Fire, Heat And Smoke",,,,,,,,,,,,,,,,,,North,Bellville,Category 1|No Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517134588
F1601/2590,Commercial,Shop,1601,01/25/2016,03:28|03:29|03:29|03:29,11|Telephone direct|Telephone|T,Shop Alight,,,KOEBERG ROAD|M . 5,BROOKLYN,BLAAUWBERG,84(14TH EDITION),BZ/31,,Van Riebeek,,F=BKN,00:24|00:11|00:12,Fire - manually extinguished,Commercial|Shops,Clear,Light Breeze,15 - 20 Deg,Stove At Front Of Shop,,Saps On Scene Fire Extinguished By Owner,Brigade Ventilated,One Ppv,Cooking,Pot Of Food Left On Stove,,,,,"Building:kitchen At Front-Wall Slight By Fire, Heat And Smoke Contents:kitchen Stove And Cupboard Severe By Fire, Heat And Smoke Remainder Slight By Smoke",Walls And Ceiling Slight By Smoke,,,,,,,,,,,,,1,,,,North,Brooklyn,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518277681
F1601/2593,Commercial,Shop,1601,01/25/2016,05:47|05:48|05:48|05:48,11|Telephone direct|Telephone|T,Dwelling Alight,"1,",,OASIS ROAD,HAZENDAL,CAPE TOWN,102(14TH EDITION),CE/33,,,,F=EPG,01:11|03:26|01:12,Fire - manually extinguished,Commercial|Shops,Raining,Light Breeze,10 - 15 Deg,"Bed, Bedding And Personal Effect Etc.",Average Structural Fire,Saps In Attendance,Extinguished Fire Using 1x Fogjet From E32a Motor Pump With E11 Motor Pump As Water Resource Back-Up,1x 65mm Length Of Hose; 1x Hose Reel; 1x Ceiling Hook; 1x Thermal Image Camera; 3x Ba Sets (30 Min); 1x Ppv (15min); 1x Bolt Cutter; 1x Carbon Cutter; Halogen Tool; 1x First Floor Ladder,Undetermined,Undetermined,5400,,MP,12:45:00 AM,"Brick And Mortar Structure: Second Floor First Flat Unit: Entire Unit And Personal Effects Consisting Of Bed, Household Furniture And Personal Effects, Etc. Severe By Fire Heat, Smoke And Water|Second Flat Unit Partially, Roof, Ceiling, Walls, Windows, Doors And Floors Severe By Fire, Heat, Smoke And Water.|Remainders Only By Smoke And Water.",,,Entrance Doors And Internal Doors. Part Of Metal Roof Sheet Opened To Locate Spread Of Fire,,,,,,,,,,,1,1,,,North,Ottery|Epping,Category 2|Commercial (Low Risk),,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517146339
F1601/2953,Commercial,Shop,1601,01/30/2016,06:55|06:57|06:57|06:58,11|Telephone direct|Telephone|T,Bakery Alight,PICK N PAY,,VICTORIA ROAD,CAMPS BAY,CAPE TOWN,CD/19-CE/19,43,,GENEVA DRIVE,WARD 74 ( SC 16 ),F=SPT,00:44|00:14|00:14,Fire - automatically extinguished,Commercial|Department Stores,Fine,Nil,20 - 25 Deg,Cardboard Boxes On Top Of Oven,Minor Structural Fire,Extinguished By Activated Sprinkler System,Rendered Area Safe,Nil,Open Flames,Heat From Oven Motor Setting Cardboard Boxes That Covered The Motor Alight,,,,,"Building: Bakery At Side: Oven Slight By Heat And Water Only.|Contents: Consisting Of Baking Ovens Etc Slight By Heat, Smoke And Water Only.",,,Pried Door Leading To Sprinkler System Room Open,,,,,,,,,,,,,,,West,Sea Point|Roeland Street,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517388433
F1602/0116,Commercial,Shop,1602,02/02/2016,07:09|07:11|07:11|07:11,11|Telephone direct|Telephone|T,Chip Fryer Alight,Kfc,,VAN RIEBEECK ROAD (R102),KUILSRIVIER,OOSTENBERG,,,,,,F=KLR,00:03|01:00|00:19|00:18,Fire - manually extinguished,Commercial|Shops,Clear,Light Breeze,25 - 30 Deg,Oil In Chipfryer,Minor Structural Fire,Personnel Covered Burning Fryer With 2 X Fire Blankets,Ext Fire By Adding Raw Chips To Oil To Lower Temp Of Oil,N/A,Cooking,Oil Over Heated,,,,,No Fire Damage,Interior Of Building,,,,,,,,,,,,,,,,,North,Bellville|Brackenfell,Category 1|No Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518261495
F1602/0164,Commercial,Shop,1602,02/02/2016,18:56|18:57|18:57|18:57,11|Telephone direct|Telephone|T,Smoke Issuing,Cash Crusaders,,MOUNTAIN ROAD,WOODSTOCK,CAPE TOWN,82(14TH EDITION),CB/26,,Victoria Road,,F=SLR,01:04|00:43|01:00,False Alarm - Good Intent,N/A,,,,,False Alarm,,,,N/A,False Alarm With Good Intent Due To Haze From Fire Protection System Being Mistaken As Smoke Issueing,,,,,,,,,,,,,,,,,,,,,,,West,Roeland Street|Salt River,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518801423
F1602/0345,Commercial,Shop,1602,02/05/2016,02:12|02:13|02:13|02:13,11|Telephone direct|Telephone|T,Shop Alight,Farm Stall,,OTTERY ROAD,OTTERY,SOUTH PENINSULA,73,CM/33,,Old Strandfontein,,F=OTY,01:09|00:54|00:37,Fire - manually extinguished,Commercial|Restaurants & Cafes,Fine,Light Breeze,15 - 20 Deg,Kitchen Cupboard Etc.,Minor Structural Fire,,Extinguished: With One Fog Jet From E11 Motor Pump,1 X Hosereel,Open Flames,Ruptured Gas Line,1200,,MP,12:10:00 AM,"Building: Kitchen At Rear: Roofing Timbers, Ceiling Boards, Walls, Window, Door And Floor Severe By Fire, Heat, Smoke And Water. Remainder Of Building Slight By Heat, Smoke And Water Only.|Contents: Consisting Of Food Stuff And Kitchen Appliances Etc. Severe By Fire, Heat, Smoke And Water. Remainder Of Contents Slight By Heat And Smoke Only.",,,Broke Door And Padlock,,,,,,,,,,,,1,,,West,Ottery|Wynberg|Lakeside,Category 2|Shops (<250 M2),,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517905938
F1602/0743,Commercial,Shop,1602,02/09/2016,06:52|06:55|06:55|06:55,11|Telephone direct|Telephone|T,Shop Alight,Shoprite,,Main Road,MFULENI,TYGERBERG,"CL,CM/54,55","70, 71",,,,F=MFU,01:33|00:53|00:20,Fire - manually extinguished,Commercial|Shops,Fine,Light Breeze,15 - 20 Deg,S Frying Oil,Miscellaneous,Workers Tried To Contain Fire With Extinguishers,Extinguished Fire By Smothering And Cooling Hot Area.|Also Ventilate Building,"Dcp Extinguisher, Fire Blanket And Internal Hose Reel.All From Premises.|Two X Ppv",Cooking,Oil In Chips Fryer Overheated And Caught Aslight,,,,,Chips Fryer With Fire Damage,Affected Areas,Nil,,,,,,,,,,,,,,,,East,Mfuleni,Category 2|Commercial (Low Risk),,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519316032
F1602/0831,Commercial,Shop,1602,02/10/2016,06:29|06:31|06:31|06:31,11|Telephone direct|Telephone|T,Shop Alight,Fryday,,PLEIN STREET,CENTRAL,CAPE TOWN,34,CB/23,,,,F=RDS,00:19|00:20|00:14,False Alarm - Good Intent,Commercial|Shops,,,,Fish Fryer,False Alarm,Fire Was Extinguished By Occupants With 1 X Dcp,,,Electrical Faults,Electrical,,,,,,,,,,,,,,,,,,,,,,,West,Roeland Street,Category 1|No Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518333670
F1602/1008,Commercial,Shop,1602,02/12/2016,07:31|07:33|07:33|07:34,"13|Direct 107""|Direct ""107"" call|D""",Shop Alight,,,NTLAZANE ROAD,KHAYELITSHA,TYGERBERG,146(14TH EDITION),CQ53/CS58,,Kwezi Road,,F=KYA,06:12|06:10|01:59|00:15|00:14|05:58|00:52|00:20|00:09,Fire - manually extinguished,Commercial|Shops,Clear,Nil,15 - 20 Deg,Entire Structure And Contents Inside The Building.,Average Structural Fire,,Extinguished The Fire With Two Jets One From E10 And One From E26a Backed Up By Street Hydrant.,"Hose 65mm X 3, Hose 45mm X 4, Ba Sets Full X 8, Spare Ba Cylinders X 16, Branches (Akron) X 2, Ppv X 2 (45min Each) And Street Hydrant X 1.",Electrical Faults,Suspected Sort Circuit Of Electrical Wiring Inside The Refrigerator Giving Off Sparks Igniting Combustible Materials Inside The Structure Setting Entire Structure Alight.,40800,,MP|MP|SH,05:40:00 AM,"Building: Roof, Ceilling, Walls, Windows, Doors And Floor Sever By Fire, Heat, Smoke And Water. Content: Entire Contents Inside The Building Was Sever By Fire, Heat, Smoke And Water.",Adjacent Building.,,,,,,,,,,,,,1,1,,,East,Khayelitsha|Lansdowne|Mitchells Plain,Category 2|Commercial (Low Risk),,,,2,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518867002
F1601/0438,Commercial,Shop,1601,01/04/2016,18:50|18:52|18:52|18:52,"13|Direct 107""|Direct ""107"" call|D""",Bottle Store Alight,,,BELVEDERE RD (BETWEEN KEURBOOM RD AND MILNER RD),CLAREMONT,SOUTH PENINSULA,54,CH 31,,,,F=WBG,00:33|00:01|00:33|00:19,Fire - manually extinguished,"Other|Rubbish, Grass & Bush",Fine,Moderate,20 - 25 Deg,Small Quantity Of Cardboard Boxes Burnt,Rubbish Fire,Shop Assistants Extinguished Same Using Internal Hosereel,Made Area Safe,1x Internal Hosereel,Other,Passer-By Dropped A Light,,500,PH,12:10:00 AM,"Building:exterior Facsia Boards, Walls, Windows, Doors And Pvc Piping Severe By Fire, Heat, Smoke And Water",,,,,,,,,,,,,,1,1,,,West,Wynberg|Ottery,Category 2|Commercial (Low Risk),,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517828974
F1601/0470,Commercial,Shop,1601,01/05/2016,05:04|05:07|05:07|05:07,11|Telephone direct|Telephone|T,Wood & Iron Structure(S) Burning,,,5 ZONE . 5,LANGA,CAPE TOWN,103(14TH EDITION),"CD/36,37",,,,F=EPG,02:32|00:18|00:25|01:36,Fire - manually extinguished,Commercial|Shops,Clear,Light Breeze,15 - 20 Deg,Hair Dressing And Shoemaking Equipment,Minor Structural Fire,,Extinguished With One Jet From Echo 34 Motor Pump.,"4 X 65mm, 1 X 45mm Hose And 2 X SCBA Sets.",Arson,Suspected Incendiarism,72240,,MP|SH,02:00:00 AM,"Storage Containers (3): 2 Containers Severe By Fire, Heat, Smoke And Water. The 3rd Container Was Particially Damaged By Fire. The Remainder Slight By Heat And Smoke Only.|Contents: Consisting Of Shoemaking Equipment And Hairdressing Equipment Etc Severe By Fire, Heat, Smoke And Water.",,,Forced 2 Doors,,,,,,,,,,,,1,,,North,Epping|Goodwood,Category 2|Commercial (Low Risk),,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517258474
F1602/1884,Commercial,Shop,1602,02/22/2016,19:06|19:08|19:08|19:08,11|Telephone direct|Telephone|T,Smoke Issuing,Near The Ok Mini Market And Bp Garage,,SANDOWN ROAD,PARKLANDS,BLAAUWBERG,25 (16TH ED),BM 33,,27,WARD 107 ( SC 1 ),F=MIL,00:24|00:24|00:06|00:18,False Alarm - Good Intent,"Other|Rubbish, Grass & Bush",Fine,Light Breeze,20 - 25 Deg,Grass Burned,Minor Vegetation Fire,Fire Extinguished By Bystander,Nil,Nil,Other,Passerby Dropping A Light,,,,,Small Area Of Grass Burned,,,,,,,,,,,,,,1,,,,North,Melkbos|Milnerton,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519640788
F1602/1986,Commercial,Shop,1602,02/24/2016,03:41|03:43|03:43|03:43,51|Direct report|Verbal/direct report|V,Shop Is Burning,Pick And Pay Express,,MAIN ROAD (M6),HOUT BAY,SOUTH PENINSULA,117(14TH EDITION),CN/16,,Payne Road,WARD 74 ( SC 16 ),F=HBY,00:24|00:12|00:12|00:20,Fire - manually extinguished,Commercial|Shops,,,,,Minor Structural Fire,Extinguished By Employees Before Arrival Of Brigade.,Made Sure Area Is Safe,Nil,Electrical Faults,Electrical Fault Caused Three Point Plug To Catch Alight.,,,,,,,,,,,,,,,,,,,,,,,West,Hout Bay,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1602/2065,Commercial,Shop,1602,02/25/2016,07:08|07:09|07:09|07:10,11|Telephone direct|Telephone|T,Smell Of Smoke In Building,Toucan Bakery,,AUCKLAND STREET,PAARDEN EILAND,BLAAUWBERG,35,BZ/29,,,,F=BKN,03:00|01:09|00:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1602/2349,Commercial,Shop,1602,02/28/2016,02:38|02:39|02:39|02:39,11|Telephone direct|Telephone|T,Shop Alight,Bonteheuwel Supermarket,,BONTEHEUWEL AVENUE,BONTEHEUWEL,CAPE TOWN,103(14TH EDITION),CD/CC/38/39,,Pendoring Weg.,31/50,F=EPG,01:07|01:07|01:07|01:04,Fire - manually extinguished,Commercial|Shops,Fine,Light Breeze,10 - 15 Deg,"Insulation Of Electrical Wiring, Stock Etc.",Minor Structural Fire,,Extinguished With One Jet From E32a M/Pump.,"1 X 54mm, 2 X 45mm Hose, Akron Branch, P.P.V(15min), 2 X S.C.B.A Sets(15min), Jaws Of Life(5min), Haligan Tool, Bolt Cutters, Standpipe And Keys.",Electrical Faults,"Short Circuit In Electrical Wiring Overheating Igniting Insulation, Trading Stock Etc.",3600,,MP|SH|WT,12:10:00 AM,"Building: Shop On Ground Floor: Main Entrance At Side: Ceiling, Walls, Windows, Doors And Floor Severe By Fire, Heat, Smoke And Water. Ceiling Severe By Heat And Smoke. Remainder Severe By Smoke Only.|Contents: Section Of Contents Consisting Of Shop Fixtures, Fittings, Furniture, Equipment, Accessories, Trading Stock, Till, Fridges Etc. Severe By Fire, Heat, Smoke And Water. Remiander Slight By Heat And Smoke Only.",,,"Shop Front Roller Shutter Locks Cut, Safety Gate, Main And Side Access Doors Forced.",,,,,,,,,,,,1,,,North,Epping|Goodwood,Category 2|Commercial (Low Risk),,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519987551
F1603/0260,Commercial,Shop,1603,03/04/2016,00:39|00:40|00:40|00:41,11|Telephone direct|Telephone|T,Fire In Building,Waterstone Village,,MAIN ROAD,SOMERSET WEST,HELDERBERG,114,CT/72,,,,F=SWT,00:52|00:23|00:26,False Alarm - Good Intent,Commercial|Shops,Fine,Light Breeze,15 - 20 Deg,,False Alarm,,Nil,Nil,Open Flames,,,,,,,,"Computer,Printing Paper Damaged By Water",No,,,,,,,,,,,1,,,,East,Somerset West|Strand,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520942889
F1603/0654,Commercial,Shop,1603,03/08/2016,20:10|20:12|20:12|20:12,11|Telephone direct|Telephone|T,House Alight,173,,RAYMOND ACKERMAN AVENUE,MELTON ROSE,TYGERBERG,79,CJ/58,,Kleinvlei Road,,F=MFU,01:06|01:06|01:09,Fire - manually extinguished,Commercial|Shops,Fine,Light Breeze,15 - 20 Deg,,Minor Structural Fire,,Extinguished Fire With One Jet And One Fogjet From E38 Motorpump,"One Lenght Of Hose, Branch, One Hose Reel, Jaws Of Life, Carbcutter, One Ba Set",Other,Unknown Ignition Source Inside Container Ignited Combustable Material.,,,MP,12:15:00 AM,"Structure;interior Sidewalls, Roof And Floor, Doors Severe By Fire, Heat, And Smoke.Contents, Including Furniture And Cellphones Severe By Fire, Heat, Smoke And Water.",,,,,,,,,,,,,,1,,,,East,Mfuleni|Kuilsrivier,Category 2|Commercial (Low Risk),,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521188808
F1601/0642,Commercial,Shop,1601,01/07/2016,02:30|02:33|02:33|02:33,"13|Direct 107""|Direct ""107"" call|D""",Shack Alight,LUZUKO PARK INFORMAL SETTLEMENT,,LANSDOWNE ROAD,PHILIPPI EAST,CAPE TOWN,77,CL/47,,NEXT TO KLIPFONTEIN MISSION STATION,,F=GTU,01:10|01:17|01:05|01:03,Fire - manually extinguished,Commercial|Shops,Clear,Light Breeze,15 - 20 Deg,"Wood And Iron Structure Including Contents Consisting Of Shop Supplies, Bed, Bedding Personal Effects, Etc",Minor Structural Fire,,Extinguished Fire Using One Jet From E53a Motorpump Backed Up By E52 And W02a,"One By 65mm Hose, 1 X 45mm Hose",Undetermined,Undetermined,,12040,MP|WT,12:20:00 AM,"Wood And Iron Structure Used As Shop And Dwelling Inculding Contents Consisting Of Bed, Bedding And Personal Effects And Shop Supplies Severe By Fire, Heat, Smoke And Water",,,,,,,,,,,,,,1,,,,East,Guguletu|Mitchells Plain,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516446030
F1603/1524,Commercial,Shop,1603,03/19/2016,14:30|14:31|14:31|14:31,11|Telephone direct|Telephone|T,Shop Alight,Somerset Square,,PORTSWOOD ROAD,GREEN POINT,CAPE TOWN,25,BY/22,,Somerset,,F=SPT,00:49|00:48|00:48,False Alarm - Good Intent,N/A,,,,,False Alarm,,,,,"False Alarm With Good Intent, Due To Smoke From Extractor Fan Accessing Through An Open Passage Door Being Mistaken For A Building Alight",,,,,,,,,,,,,,,,,,,,,,,West,Sea Point|Roeland Street,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1603/1577,Commercial,Shop,1603,03/20/2016,02:09|02:10|02:10|02:10,"13|Direct 107""|Direct ""107"" call|D""",Shop Alight,,1,Mercury Road,ROCKLANDS,MITCHELL'S PLAIN,144(14TH EDITION),CS/46,,,,F=MPN,00:27|00:22|00:25,Fire - manually extinguished,Commercial|Shops,Fine,Light Breeze,25 - 30 Deg,"Garage Door, Security Gate And Rubbish",,Fire Extinguished By Occupier,Made Affected Area Safe,Torch,Smoking,Undetermined,,,,,"Walls, Garage Door And Security Gate Severe By Heat, Smoke And Water.",,,,,,,,,,,,,,1,,,,East,Belhar|Mitchells Plain|Guguletu,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521688117
F1603/1758,Commercial,Shop,1603,03/22/2016,16:03|16:06|16:06|16:06,11|Telephone direct|Telephone|T,Wood & Iron Structure(S) Burning,,,Lansdowne Road,MAKHAZA,KHAYELITSHA,,,,,,F=KYA,00:32|00:20|00:29|00:52,Fire - automatically extinguished,Commercial|Shops,Fine,Nil,15 - 20 Deg,Entire Structure And Contents Consisting Fruit And Vegetables.,Minor Structural Fire,Fire Extinguished Prior The Arrival Of Brigade By The Owner With A Garden Hose.,Nil,Nil,Other,Suspected Unattended Fire Igniting Informal Trading Structures,,,,,"Entire Structures Severe By Fire, Heat And Smoke",,,Nil,,,,,,,,,,,1,,,,East,Khayelitsha|Lansdowne|Mitchells Plain|Epping,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522614902
F1601/0769,Commercial,Shop,1601,01/08/2016,03:42|03:44|03:44|03:44,11|Telephone direct|Telephone|T,Wood And Iron Structure(S) Alight,,,CAPITAL DRIVE,KHAYELITSHA,TYGERBERG,77,CM/49,,LANSDOWNE,,F=LDN,00:16|00:10|00:11|00:10,Fire - manually extinguished,Commercial|Shops,,,,,,,,,Undetermined,,,,,,,,,,,,,,,,,,,,,,,,East,Lansdowne|Khayelitsha,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515841675
F1603/2050,Commercial,Shop,1603,03/26/2016,11:11|11:13|11:13|11:13,11|Telephone direct|Telephone|T,Brigade To Come And Inspect To Ensure Area Is Safe,Value Meat Centre,,CHESTNUT WAY,BELHAR,TYGERBERG,106(14TH EDITION),CD/48,,Loquat Avenue,WARD 12 ( SC 6 ),F=BHR,12:26:00 AM,Fire - automatically extinguished,Commercial|Shops,Overcast,Moderate,20 - 25 Deg,Two Fridges And Electrical Wiring,Minor Structural Fire,Fire Burned Itself Out.,No Service Rendered,Nothing In Use,Electrical Faults,Electrical Fault In Lead Cause Insulation To Melt And An Arch Set Fridges Alight.,,,,,"Shop: Part Of Tiles On Wall Damage By Heat, Fire And Smoke, Suspended Ceiling: Part Damage By Fire, Heat And Smoke. Two Fridges And Contents Partly Damage By Fire, Heat And Smoke.",Whole Shop With Displayed Contents Partly Smoke Damage.,,,,,,,,,,,,,1,1,,,East,Belhar,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523387422
F1601/0806,Commercial,Shop,1601,01/08/2016,12:39|12:41|12:41|12:41,11|Telephone direct|Telephone|T,Smoke Issuing,Fishaways,19 Southside Centre,GEORGE STREET,STRAND,HELDERBERG,121,CZ/73,,Gordons Bay Road,,F=SND,00:04|00:10,Fire - manually extinguished,Commercial|Shops,Clear,Moderate,25 - 30 Deg,Insulation Around Electrical Wiring Of Refrigerator Compressor Motor In Roof Void.,Minor Structural Fire,,Fire Was Extinguished With 1 X Fogjet From E27.,1 X Hosereel,Electrical Faults,Electrical Short Ignited Insulation Around Electrical Wires.,20,,MP,12:01:00 AM,Electrical Wiring And Compressor Motor Damaged By Fire And Heat.,Nil,Nil,No,,,,,,,,,,,,1,,,East,Strand|Macassar,Category 2|Shops (<250 M2),,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515509374
